organism;checkin;antibiotic;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Enterobacter cloacae;20676;Tigecycline;17.72750741;21.20171694;20.87514724;20.58721102;";TET wild-type"
Enterobacter cloacae;20676;Tobramycin;21.32137131;22.88432264;23.72904914;24.05;";AG wild-type"
Enterobacter cloacae;20676;Piperacillin/Tazobactam;11.88159475;12.85720809;10.93301974;9.771010812;";cAmpC hyper"
Enterobacter cloacae;31081;Ciprofloxacin;27.54381449;28.33165606;28.90122276;29.44487562;";QL wild-type"
Enterobacter cloacae;31081;Gentamicin;18.25656411;19.17854925;19.62;19.32;";AG wild-type"
Enterobacter cloacae;31081;Cefpodoxime;6.4;6.51;6.51;6.4;";cAmpC hyper"
Enterobacter cloacae;31081;Ceftriaxone;19.51915361;18.57;18.05;18.04524584;";cAmpC hyper"
Enterobacter cloacae;31081;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;31081;Cefepime;27.86611588;29.33;29.53;29.38304026;";cAmpC hyper"
Enterobacter cloacae;31081;Kanamycine;19.09227781;19.60662207;19.81;19.84;";AG wild-type"
Enterobacter cloacae;31081;Levofloxacin;25.96228827;26.71875558;28.08896113;28.54992211;";QL wild-type"
Enterobacter cloacae;31081;Meropenem;26.48045202;26.49;26.65;26.66016604;";cAmpC hyper"
Enterobacter cloacae;31081;Minocyclin;18.77462502;18.25826392;17.92391132;17.39312849;";TET wild-type"
Enterobacter cloacae;31081;Naladixic acid;20.65269684;21.43355689;20.29;19.63;";QL wild-type"
Enterobacter cloacae;31081;Norfloxacin;25.53047282;26.26905126;27.14503799;27.79453831;";QL wild-type"
Enterobacter cloacae;31081;Tetracycline;22.79579744;22.25264884;22.12962596;21.81741329;";TET wild-type"
Enterobacter cloacae;31081;Temocillin;21.00676446;22.04;22.37;22.24;";cAmpC hyper"
Enterobacter cloacae;31081;Tigecycline;18.01030032;18.15143689;17.81791641;18.04524204;";TET wild-type"
Enterobacter cloacae;31081;Tobramycin;18.03935349;18.56514082;18.76;18.68;";AG wild-type"
Enterobacter cloacae;31081;Piperacillin/Tazobactam;19.84137789;20.58;20.9;20.99;";cAmpC hyper"
Enterobacter cloacae;31575;Ciprofloxacin;18.88198376;18.88554414;18.57117031;18.46525591;";QL high level resistance"
Enterobacter cloacae;31575;Gentamicin;10.40563111;9.976071279;7.44;6.51;";AG multiple mechanisms"
Enterobacter cloacae;31575;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;31575;Ceftriaxone;11.45629181;10.19649098;9.136009611;8.706872504;";ESBL"
Enterobacter cloacae;31575;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;31575;Cefepime;18.14252961;17.93878424;17.8363142;17.91328988;";ESBL"
Enterobacter cloacae;31575;Kanamycine;15.60039586;15.18184095;13.45;12.89;";AG multiple mechanisms"
Enterobacter cloacae;31575;Levofloxacin;20.8770386;21.94472533;22.04850566;22.15229701;";QL high level resistance"
Enterobacter cloacae;31575;Meropenem;28.80052931;29.67823993;29.90740132;29.94795449;";ESBL"
Enterobacter cloacae;31575;Minocyclin;19.29756617;18.56950104;17.80331218;17.39575252;";TET wild-type"
Enterobacter cloacae;31575;Naladixic acid;16.64250934;16.33376673;15.28;6.51;";QL high level resistance"
Enterobacter cloacae;31575;Norfloxacin;18.85898441;19.09854166;19.07791368;19.1010435;";QL high level resistance"
Enterobacter cloacae;31575;Tetracycline;12.19762281;11.55907352;10.30826009;9.028643864;";Efflux NOT tetB"
Enterobacter cloacae;31575;Temocillin;21.43185047;22.58542236;23.23;23.43;";ESBL"
Enterobacter cloacae;31575;Tigecycline;18.14650434;18.45734667;18.24045445;19.09653938;";TET wild-type"
Enterobacter cloacae;31575;Tobramycin;12.95006164;11.99910846;11.04;8.31;";AG multiple mechanisms"
Enterobacter cloacae;31575;Piperacillin/Tazobactam;19.20355526;19.39948586;19.62;17.07;";ESBL"
Enterobacter cloacae;32124;Ciprofloxacin;28.55992815;30.2471525;30.96066223;31.53183782;";QL wild-type"
Enterobacter cloacae;32124;Gentamicin;19.40704747;20.33281997;21.00570663;21.4;";AG wild-type"
Enterobacter cloacae;32124;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Cefepime;20.58088574;20.88715785;20.4663915;19.83028077;";cAmpC hyper"
Enterobacter cloacae;32124;Kanamycine;20.88776707;21.31055836;21.70992466;21.95;";AG wild-type"
Enterobacter cloacae;32124;Levofloxacin;26.71598276;29.46825626;29.70990197;30.34228969;";QL wild-type"
Enterobacter cloacae;32124;Meropenem;25.74532634;26.39035881;26.42398869;26.53765517;";cAmpC hyper"
Enterobacter cloacae;32124;Minocyclin;20.9931343;19.81656657;19.18002925;18.85680149;";TET wild-type"
Enterobacter cloacae;32124;Naladixic acid;21.22486366;23.00135911;24.03491418;23.33;";QL wild-type"
Enterobacter cloacae;32124;Norfloxacin;25.33010424;26.06368337;26.59336739;27.21294912;";QL wild-type"
Enterobacter cloacae;32124;Tetracycline;22.91000745;23.32023275;22.77042812;22.04613573;";TET wild-type"
Enterobacter cloacae;32124;Temocillin;17.38352336;17.48881317;16.97350818;16.03877772;";cAmpC hyper"
Enterobacter cloacae;32124;Tigecycline;18.9799149;19.20255711;18.98710346;19.3029521;";TET wild-type"
Enterobacter cloacae;32124;Tobramycin;19.50208788;19.94900201;20.34166978;20.36;";AG wild-type"
Enterobacter cloacae;32124;Piperacillin/Tazobactam;11.99844406;11.24946294;10.50609078;9.34021063;";cAmpC hyper"
Enterobacter cloacae;37453;Ciprofloxacin;29.06204865;31.60867843;35.03113648;35.53801905;";QL wild-type"
Enterobacter cloacae;37453;Gentamicin;18.26043914;18.99209536;20.22815787;21.20618592;";AG wild-type"
Enterobacter cloacae;37453;Cefpodoxime;21.8385654;22.91399104;11.76;10.3;";cAmpC hyper"
Enterobacter cloacae;37453;Ceftriaxone;26.88665726;27.75501742;23.06;20.99;";cAmpC hyper"
Enterobacter cloacae;37453;Cefuroxime;19.30759004;19.92;20.35;20.56;";cAmpC hyper"
Enterobacter cloacae;37453;Cefepime;26.62614364;27.69095378;28.01;28.15;";cAmpC hyper"
Enterobacter cloacae;37453;Kanamycine;19.06844659;19.29694455;19.71996482;20.55972906;";AG wild-type"
Enterobacter cloacae;37453;Levofloxacin;28.15460378;31.152546;33.89293021;34.40953411;";QL wild-type"
Enterobacter cloacae;37453;Meropenem;28.69425441;29.25002967;29.7;30.02;";cAmpC hyper"
Enterobacter cloacae;37453;Minocyclin;21.42465117;23.00364524;22.06295367;21.52562156;";TET wild-type"
Enterobacter cloacae;37453;Naladixic acid;21.7481235;24.39085108;24.05395892;24.07057722;";QL wild-type"
Enterobacter cloacae;37453;Norfloxacin;26.35079036;27.63811624;31.71458389;32.48298939;";QL wild-type"
Enterobacter cloacae;37453;Tetracycline;23.50812135;23.12636416;22.99047793;22.8121788;";TET wild-type"
Enterobacter cloacae;37453;Temocillin;18.68165479;19.63;20.05;20.35;";cAmpC hyper"
Enterobacter cloacae;37453;Tigecycline;20.66467537;21.38957204;22.16285093;22.44784218;";TET wild-type"
Enterobacter cloacae;37453;Tobramycin;18.23119998;18.43895445;18.89378857;19.81666731;";AG wild-type"
Enterobacter cloacae;37453;Piperacillin/Tazobactam;13.69173983;10.47;9.16;9.72;";cAmpC hyper"
Enterobacter cloacae;41755;Ciprofloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Gentamicin;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Ceftriaxone;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Cefepime;13.68177668;13.27712449;12.84;12.32;";ESBL"
Enterobacter cloacae;41755;Kanamycine;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Levofloxacin;10.41198816;9.447603011;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Meropenem;24.59800866;24.8073202;22.26;23.19;";ESBL"
Enterobacter cloacae;41755;Minocyclin;18.77013775;18.00682948;17.30167625;16.8679835;";TET wild-type"
Enterobacter cloacae;41755;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Norfloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Tetracycline;9.445545492;8.709840629;6.4;6.4;";Efflux NOT tetB"
Enterobacter cloacae;41755;Temocillin;16.32204417;16.53684319;13.45;12.21;";ESBL"
Enterobacter cloacae;41755;Tigecycline;18.66937739;19.2000228;19.70593468;19.62016752;";TET wild-type"
Enterobacter cloacae;41755;Tobramycin;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Piperacillin/Tazobactam;12.09715783;11.36234963;9.11;7.92;";ESBL"
Enterobacter cloacae;42048;Ciprofloxacin;28.26864892;28.93506717;30.01669493;31.61129407;";QL wild-type"
Enterobacter cloacae;42048;Gentamicin;18.87939205;19.4000504;19.93926039;20.04729245;";AG wild-type"
Enterobacter cloacae;42048;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Cefepime;18.15219953;17.40758084;16.74214385;16.02;";cAmpC hyper"
Enterobacter cloacae;42048;Kanamycine;20.15811736;20.57325684;20.86429374;20.87910822;";AG wild-type"
Enterobacter cloacae;42048;Levofloxacin;26.81942974;27.58136433;28.63269273;29.86292101;";QL wild-type"
Enterobacter cloacae;42048;Meropenem;18.67846394;18.68196149;19.92308245;18.24;";cAmpC hyper"
Enterobacter cloacae;42048;Minocyclin;19.31953416;18.12903508;17.69173408;17.30385551;";TET wild-type"
Enterobacter cloacae;42048;Naladixic acid;21.52897475;22.1451015;22.55176765;22.2711709;";QL wild-type"
Enterobacter cloacae;42048;Norfloxacin;23.73938391;23.95601151;25.13576105;26.04996385;";QL wild-type"
Enterobacter cloacae;42048;Tetracycline;22.14864746;21.54553693;21.30256874;20.97511622;";TET wild-type"
Enterobacter cloacae;42048;Temocillin;12.66703639;12.7333514;12.62;12.01;";cAmpC hyper"
Enterobacter cloacae;42048;Tigecycline;18.78534179;18.89228111;19.60307744;19.80629494;";TET wild-type"
Enterobacter cloacae;42048;Tobramycin;18.54241136;18.75626356;19.18500858;19.2768654;";AG wild-type"
Enterobacter cloacae;42048;Piperacillin/Tazobactam;8.59956167;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Ciprofloxacin;27.78610495;28.86262433;29.3549052;30.30884994;";QL wild-type"
Enterobacter cloacae;46073;Gentamicin;19.61657096;20.58887282;21.29270441;21.53020689;";AG wild-type"
Enterobacter cloacae;46073;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Ceftriaxone;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Cefuroxime;6.5112;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Cefepime;23.01250765;24.25298031;24.18719823;23.65768139;";cAmpC hyper"
Enterobacter cloacae;46073;Kanamycine;21.00120792;21.74977291;22.25190239;22.48740723;";AG wild-type"
Enterobacter cloacae;46073;Levofloxacin;25.83063237;27.4775959;27.81022154;28.3095075;";QL wild-type"
Enterobacter cloacae;46073;Meropenem;26.7567581;27.51146768;27.54651182;27.6266179;";cAmpC hyper"
Enterobacter cloacae;46073;Minocyclin;20.66600659;20.03354865;18.89564123;18.01231451;";TET wild-type"
Enterobacter cloacae;46073;Naladixic acid;20.37277367;21.10895005;21.60072022;21.30695244;";QL wild-type"
Enterobacter cloacae;46073;Norfloxacin;24.17314398;26.0749945;26.57871499;27.04520094;";QL wild-type"
Enterobacter cloacae;46073;Tetracycline;22.59385383;22.98349404;22.66290904;22.06663693;";TET wild-type"
Enterobacter cloacae;46073;Temocillin;17.69439643;18.43950734;15.06;14.83;";cAmpC hyper"
Enterobacter cloacae;46073;Tigecycline;18.75558599;19.81984316;18.87863647;18.97458824;";TET wild-type"
Enterobacter cloacae;46073;Tobramycin;19.41749911;19.93669466;20.24846604;20.67905201;";AG wild-type"
Enterobacter cloacae;46073;Piperacillin/Tazobactam;14.94524256;14.65196423;11.97;10.89;";cAmpC hyper"
Enterobacter cloacae;47159;Ciprofloxacin;15.37550963;15.49290424;15.39221744;15.60829365;";QL high level resistance"
Enterobacter cloacae;47159;Gentamicin;14.32037332;15.28417983;13.89964387;13.06;";AG multiple mechanisms"
Enterobacter cloacae;47159;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Ceftriaxone;7.698305185;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Cefepime;18.68062524;18.6691516;18.67050678;18.8786485;";ESBL"
Enterobacter cloacae;47159;Kanamycine;16.98084589;17.09074863;15.55674742;13.22;";AG multiple mechanisms"
Enterobacter cloacae;47159;Levofloxacin;15.81396767;16.23176236;16.12452501;15.89294568;";QL high level resistance"
Enterobacter cloacae;47159;Meropenem;25.66083819;26.1534575;26.18998879;26.04494249;";ESBL"
Enterobacter cloacae;47159;Minocyclin;20.66512986;19.91310886;19.10364937;18.97394176;";TET wild-type"
Enterobacter cloacae;47159;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;47159;Norfloxacin;14.41788404;14.22648491;14.33593064;14.31713806;";QL high level resistance"
Enterobacter cloacae;47159;Tetracycline;22.02895978;22.13079177;21.92526058;21.73073569;";TET wild-type"
Enterobacter cloacae;47159;Temocillin;18.6532197;19.73530651;19.1322605;18.39456824;";ESBL"
Enterobacter cloacae;47159;Tigecycline;18.88116258;19.17943829;19.07837563;19.51905039;";TET wild-type"
Enterobacter cloacae;47159;Tobramycin;15.703627;15.37635103;13.47052077;9.54;";AG multiple mechanisms"
Enterobacter cloacae;47159;Piperacillin/Tazobactam;15.05902629;14.74935453;12.32458772;11.62811368;";ESBL"
Enterobacter cloacae;47730;Ciprofloxacin;30.79784909;32.01141555;31.65186536;31.89963353;";QL wild-type"
Enterobacter cloacae;47730;Gentamicin;18.36182002;19.07678171;19.4981535;19.72038436;";AG wild-type"
Enterobacter cloacae;47730;Cefpodoxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47730;Ceftriaxone;18.01361312;17.3849413;11.91;10.9;";cAmpC hyper"
Enterobacter cloacae;47730;Cefuroxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47730;Cefepime;27.67187727;28.63007825;24.88;25.34;";cAmpC hyper"
Enterobacter cloacae;47730;Kanamycine;19.60384536;20.14230854;20.35990931;20.33436415;";AG wild-type"
Enterobacter cloacae;47730;Levofloxacin;28.7968401;30.14555724;30.23630873;30.44105444;";QL wild-type"
Enterobacter cloacae;47730;Meropenem;28.28277279;28.9609867;28.82;28.88;";cAmpC hyper"
Enterobacter cloacae;47730;Minocyclin;20.98249398;19.50431362;18.78879943;18.12343367;";TET wild-type"
Enterobacter cloacae;47730;Naladixic acid;21.63972406;22.79813762;23.32402196;22.98941699;";QL wild-type"
Enterobacter cloacae;47730;Norfloxacin;27.93693059;28.41828223;28.54444039;28.92338271;";QL wild-type"
Enterobacter cloacae;47730;Tetracycline;24.07776273;23.82616759;23.20339536;22.89940954;";TET wild-type"
Enterobacter cloacae;47730;Temocillin;23.0153586;24.0316124;20.94;21.31;";cAmpC hyper"
Enterobacter cloacae;47730;Tigecycline;18.23621703;18.5610943;18.57863583;18.78854632;";TET wild-type"
Enterobacter cloacae;47730;Tobramycin;18.7625302;19.08592507;19.41705929;19.3899585;";AG wild-type"
Enterobacter cloacae;47730;Piperacillin/Tazobactam;19.71479078;19.94233186;19.41;13.98;";cAmpC hyper"
Enterobacter cloacae;47779;Ciprofloxacin;28.49419934;28.82777343;29.09773029;29.52004262;";QL low level resistance"
Enterobacter cloacae;47779;Gentamicin;18.35440502;18.99669289;19.38;19.52;";AG wild-type"
Enterobacter cloacae;47779;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Ceftriaxone;11;8.709142844;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Cefepime;24.61270143;24.39098976;23.06;21.85;";cAmpC hyper"
Enterobacter cloacae;47779;Kanamycine;19.6025614;19.94817694;20.25;20.34;";AG wild-type"
Enterobacter cloacae;47779;Levofloxacin;27.14593379;27.44549228;27.58378082;28.40327315;";QL low level resistance"
Enterobacter cloacae;47779;Meropenem;26.6501362;26.73525825;26.9;26.96;";cAmpC hyper"
Enterobacter cloacae;47779;Minocyclin;20.04909141;19.60119125;19.18113986;18.46550095;";TET wild-type"
Enterobacter cloacae;47779;Naladixic acid;20.87310174;21.50762009;18.84;18.14;";QL low level resistance"
Enterobacter cloacae;47779;Norfloxacin;26.05884383;26.34607795;26.4267212;27.0656658;";QL low level resistance"
Enterobacter cloacae;47779;Tetracycline;23.19775919;22.67167047;22.24995298;22.16472387;";TET wild-type"
Enterobacter cloacae;47779;Temocillin;20.75431687;21.29888797;18.51;18.08;";cAmpC hyper"
Enterobacter cloacae;47779;Tigecycline;19.39782612;19.30265482;18.58499081;18.78258245;";TET wild-type"
Enterobacter cloacae;47779;Tobramycin;17.93494859;18.44232387;18.64;18.66;";AG wild-type"
Enterobacter cloacae;47779;Piperacillin/Tazobactam;14.52835601;13.8992287;12.43;11.24;";cAmpC hyper"
Enterobacter cloacae;60122;Ciprofloxacin;18.00926907;18.54773114;18.33081555;18.15176992;";QL high level resistance"
Enterobacter cloacae;60122;Gentamicin;10.83839436;10.08746268;9.55912407;8;";AG multiple mechanisms"
Enterobacter cloacae;60122;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;60122;Ceftriaxone;10.83014301;9.55061312;6.741259514;6.4;";ESBL"
Enterobacter cloacae;60122;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;60122;Cefepime;17.19720529;16.87451279;14.33750921;14.48607236;";ESBL"
Enterobacter cloacae;60122;Kanamycine;14.21862156;14.00128089;13.79224384;13.27;";AG multiple mechanisms"
Enterobacter cloacae;60122;Levofloxacin;20.47329678;22.15992162;23.09587491;20.46311667;";QL high level resistance"
Enterobacter cloacae;60122;Meropenem;26.15200754;26.48494671;26.71069559;26.69230858;";ESBL"
Enterobacter cloacae;60122;Minocyclin;17.83239291;17.29960153;16.5619167;16.3368087;";TET wild-type"
Enterobacter cloacae;60122;Naladixic acid;14.94999159;15.68518359;14.00606385;6.51;";QL high level resistance"
Enterobacter cloacae;60122;Norfloxacin;18.13790655;19.10183232;19.30748564;19.06613398;";QL high level resistance"
Enterobacter cloacae;60122;Tetracycline;11.99921693;10.62155181;9.760438777;9.130658082;";Efflux NOT tetB"
Enterobacter cloacae;60122;Temocillin;20.15824043;21.08835981;20.96805304;21.21154153;";ESBL"
Enterobacter cloacae;60122;Tigecycline;18.24489193;18.45121863;18.67412535;18.85903312;";TET wild-type"
Enterobacter cloacae;60122;Tobramycin;11.87692495;11.46643282;10.61647697;10.09;";AG multiple mechanisms"
Enterobacter cloacae;60122;Piperacillin/Tazobactam;18.12024377;18.46437539;18.55436661;16.46361236;";ESBL"
Enterobacter cloacae;62317;Ciprofloxacin;25.84025196;26.60357755;28.30960691;29.39003878;";QL low level resistance"
Enterobacter cloacae;62317;Gentamicin;19.38204352;20.356216;21.29;21.52;";AG wild-type"
Enterobacter cloacae;62317;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Cefepime;20.67879954;21.07799392;20.36739856;19.72992467;";cAmpC hyper"
Enterobacter cloacae;62317;Kanamycine;21.09682386;21.28910272;21.71;21.85;";AG wild-type"
Enterobacter cloacae;62317;Levofloxacin;22.99632733;24.24534835;25.03313943;26.04489035;";QL low level resistance"
Enterobacter cloacae;62317;Meropenem;23.96482585;25.61824116;26.04181673;26.06291914;";cAmpC hyper"
Enterobacter cloacae;62317;Minocyclin;14.94579196;13.70091753;12.09299887;10.51011859;";TET wild-type"
Enterobacter cloacae;62317;Naladixic acid;17.72653178;18.03847561;17.83;17.07;";QL low level resistance"
Enterobacter cloacae;62317;Norfloxacin;21.82724609;22.27391426;22.46625738;23.31434895;";QL low level resistance"
Enterobacter cloacae;62317;Tetracycline;18.33149684;18.13468169;17.29422496;15.59828539;";TET wild-type"
Enterobacter cloacae;62317;Temocillin;17.29907914;17.82713534;17.48049317;16.87;";cAmpC hyper"
Enterobacter cloacae;62317;Tigecycline;15.17109865;15.27970754;15.47157219;15.68760713;";TET wild-type"
Enterobacter cloacae;62317;Tobramycin;18.86440391;19.40374321;19.81;19.93;";AG wild-type"
Enterobacter cloacae;62317;Piperacillin/Tazobactam;11.89415839;11.35419458;9.136440471;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Ciprofloxacin;30.07713909;31.58903412;31.28283503;31.69245501;";QL wild-type"
Enterobacter cloacae;66198;Gentamicin;19.0732091;19.51250924;19.81585944;20.13;";AG wild-type"
Enterobacter cloacae;66198;Cefpodoxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Ceftriaxone;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Cefepime;21.29163707;22.48740799;22.81198791;21.18;";cAmpC hyper"
Enterobacter cloacae;66198;Kanamycine;20.0280865;20.3493978;20.78775602;21.18;";AG wild-type"
Enterobacter cloacae;66198;Levofloxacin;27.34691008;29.44335995;29.62852406;29.94132474;";QL wild-type"
Enterobacter cloacae;66198;Meropenem;26.64422894;27.49160018;27.4200657;27.45;";cAmpC hyper"
Enterobacter cloacae;66198;Minocyclin;20.79535942;20.14204855;19.19943534;18.75937082;";TET wild-type"
Enterobacter cloacae;66198;Naladixic acid;21.94718022;23.10598222;23.51795282;20.01;";QL wild-type"
Enterobacter cloacae;66198;Norfloxacin;26.92599482;28.56595167;28.67656513;28.90023179;";QL wild-type"
Enterobacter cloacae;66198;Tetracycline;23.94706252;24.46348322;23.10389252;23.01226644;";TET wild-type"
Enterobacter cloacae;66198;Temocillin;16.2684531;17.61622036;18.01632696;18.14;";cAmpC hyper"
Enterobacter cloacae;66198;Tigecycline;19.84045272;20.47229809;20.47195085;20.45555996;";TET wild-type"
Enterobacter cloacae;66198;Tobramycin;19.39439171;19.09773465;19.51134524;19.83;";AG wild-type"
Enterobacter cloacae;66198;Piperacillin/Tazobactam;12;10.82999151;9.868062406;9.88;";cAmpC hyper"
Enterobacter cloacae;66913;Ciprofloxacin;15.37752736;14.52797565;14.01;13.9;";QL high level resistance"
Enterobacter cloacae;66913;Gentamicin;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;66913;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;66913;Ceftriaxone;9.57145636;8.70879502;6.4;6.4;";ESBL"
Enterobacter cloacae;66913;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;66913;Cefepime;16.45117202;15.81571284;15.50679526;15.47506632;";ESBL"
Enterobacter cloacae;66913;Kanamycine;13.26209994;13.15139019;10.75;10.09;";AG multiple mechanisms"
