organism;checkin;antibiotic;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Enterobacter cloacae;20676;Levofloxacin;26.7087231124;30.5688908163;32.9049654;34.1546400097;";QL wild-type"
Enterobacter cloacae;20676;Meropenem;16.2218940976;18.0420185621;17.9288645152;17.1761615509;";cAmpC hyper"
Enterobacter cloacae;20676;Minocyclin;24.3698985904;22.1656921031;20.136348086;19.5953678122;";TET wild-type"
Enterobacter cloacae;20676;Naladixic acid;23.8450286715;25.657372047;25.547241213;25.35;";QL wild-type"
Enterobacter cloacae;20676;Norfloxacin;23.0998099132;27.4879278906;28.6450155275;29.8391990315;";QL wild-type"
Enterobacter cloacae;20676;Tetracycline;26.5;26.0536004457;24.2752208462;23.004779456;";TET wild-type"
Enterobacter cloacae;20676;Temocillin;16.0075589864;18.7569781047;18.6420584296;18.0243115882;";cAmpC hyper"
Enterobacter cloacae;20676;Tigecycline;17.7275074094;21.2017169412;20.8751472401;20.5872110195;";TET wild-type"
Enterobacter cloacae;20676;Tobramycin;21.3213713064;22.8843226411;23.7290491421;24.05;";AG wild-type"
Enterobacter cloacae;20676;Piperacillin/Tazobactam;11.8815947463;12.8572080934;10.9330197443;9.7710108122;";cAmpC hyper"
Enterobacter cloacae;31081;Ciprofloxacin;27.5438144862;28.3316560576;28.9012227625;29.4448756182;";QL wild-type"
Enterobacter cloacae;31081;Gentamicin;18.2565641088;19.1785492547;19.62;19.32;";AG wild-type"
Enterobacter cloacae;31081;Cefpodoxime;6.4;6.51;6.51;6.4;";cAmpC hyper"
Enterobacter cloacae;31081;Ceftriaxone;19.519153605;18.57;18.05;18.0452458386;";cAmpC hyper"
Enterobacter cloacae;31081;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;31081;Cefepime;27.866115882;29.33;29.53;29.3830402596;";cAmpC hyper"
Enterobacter cloacae;31081;Kanamycine;19.0922778062;19.6066220664;19.81;19.84;";AG wild-type"
Enterobacter cloacae;31081;Levofloxacin;25.9622882676;26.7187555777;28.0889611334;28.54992211;";QL wild-type"
Enterobacter cloacae;31081;Meropenem;26.4804520207;26.49;26.65;26.6601660365;";cAmpC hyper"
Enterobacter cloacae;31081;Minocyclin;18.7746250228;18.258263917;17.9239113228;17.3931284918;";TET wild-type"
Enterobacter cloacae;31081;Naladixic acid;20.652696841;21.4335568854;20.29;19.63;";QL wild-type"
Enterobacter cloacae;31081;Norfloxacin;25.5304728239;26.26905126;27.145037992;27.7945383114;";QL wild-type"
Enterobacter cloacae;31081;Tetracycline;22.7957974422;22.2526488401;22.1296259591;21.8174132862;";TET wild-type"
Enterobacter cloacae;31081;Temocillin;21.0067644583;22.04;22.37;22.24;";cAmpC hyper"
Enterobacter cloacae;31081;Tigecycline;18.0103003203;18.1514368943;17.8179164105;18.0452420441;";TET wild-type"
Enterobacter cloacae;31081;Tobramycin;18.039353487;18.5651408176;18.76;18.68;";AG wild-type"
Enterobacter cloacae;31081;Piperacillin/Tazobactam;19.8413778944;20.58;20.9;20.99;";cAmpC hyper"
Enterobacter cloacae;31575;Ciprofloxacin;18.8819837564;18.8855441435;18.5711703087;18.4652559116;";QL high level resistance"
Enterobacter cloacae;31575;Gentamicin;10.4056311137;9.9760712793;7.44;6.51;";AG multiple mechanisms"
Enterobacter cloacae;31575;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;31575;Ceftriaxone;11.4562918147;10.1964909785;9.1360096108;8.7068725039;";ESBL"
Enterobacter cloacae;31575;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;31575;Cefepime;18.1425296142;17.9387842414;17.8363142014;17.9132898788;";ESBL"
Enterobacter cloacae;31575;Kanamycine;15.6003958631;15.1818409478;13.45;12.89;";AG multiple mechanisms"
Enterobacter cloacae;31575;Levofloxacin;20.8770385999;21.9447253292;22.0485056606;22.1522970149;";QL high level resistance"
Enterobacter cloacae;31575;Meropenem;28.8005293104;29.6782399327;29.9074013153;29.9479544868;";ESBL"
Enterobacter cloacae;31575;Minocyclin;19.2975661669;18.569501037;17.803312177;17.3957525233;";TET wild-type"
Enterobacter cloacae;31575;Naladixic acid;16.6425093364;16.3337667304;15.28;6.51;";QL high level resistance"
Enterobacter cloacae;31575;Norfloxacin;18.8589844053;19.0985416628;19.0779136762;19.1010435004;";QL high level resistance"
Enterobacter cloacae;31575;Tetracycline;12.1976228051;11.5590735152;10.3082600906;9.0286438642;";Efflux NOT tetB"
Enterobacter cloacae;31575;Temocillin;21.4318504662;22.585422362;23.23;23.43;";ESBL"
Enterobacter cloacae;31575;Tigecycline;18.1465043379;18.457346673;18.2404544494;19.0965393768;";TET wild-type"
Enterobacter cloacae;31575;Tobramycin;12.9500616402;11.9991084564;11.04;8.31;";AG multiple mechanisms"
Enterobacter cloacae;31575;Piperacillin/Tazobactam;19.2035552557;19.399485857;19.62;17.07;";ESBL"
Enterobacter cloacae;32124;Ciprofloxacin;28.5599281486;30.2471524965;30.9606622321;31.5318378155;";QL wild-type"
Enterobacter cloacae;32124;Gentamicin;19.4070474728;20.3328199693;21.005706629;21.4;";AG wild-type"
Enterobacter cloacae;32124;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;32124;Cefepime;20.58088574;20.8871578547;20.4663915007;19.8302807664;";cAmpC hyper"
Enterobacter cloacae;32124;Kanamycine;20.8877670666;21.3105583553;21.709924665;21.95;";AG wild-type"
Enterobacter cloacae;32124;Levofloxacin;26.715982756;29.4682562582;29.7099019724;30.342289693;";QL wild-type"
Enterobacter cloacae;32124;Meropenem;25.7453263378;26.3903588061;26.4239886937;26.537655171;";cAmpC hyper"
Enterobacter cloacae;32124;Minocyclin;20.9931342962;19.8165665734;19.180029254;18.8568014872;";TET wild-type"
Enterobacter cloacae;32124;Naladixic acid;21.2248636649;23.001359106;24.0349141757;23.33;";QL wild-type"
Enterobacter cloacae;32124;Norfloxacin;25.3301042377;26.0636833742;26.593367394;27.212949122;";QL wild-type"
Enterobacter cloacae;32124;Tetracycline;22.9100074503;23.3202327503;22.7704281236;22.0461357309;";TET wild-type"
Enterobacter cloacae;32124;Temocillin;17.3835233553;17.4888131708;16.9735081808;16.0387777249;";cAmpC hyper"
Enterobacter cloacae;32124;Tigecycline;18.9799149001;19.2025571145;18.9871034586;19.3029521043;";TET wild-type"
Enterobacter cloacae;32124;Tobramycin;19.5020878839;19.949002013;20.341669784;20.36;";AG wild-type"
Enterobacter cloacae;32124;Piperacillin/Tazobactam;11.9984440586;11.2494629416;10.5060907761;9.3402106302;";cAmpC hyper"
Enterobacter cloacae;37453;Ciprofloxacin;29.0620486468;31.6086784346;35.0311364795;35.5380190457;";QL wild-type"
Enterobacter cloacae;37453;Gentamicin;18.2604391419;18.9920953576;20.2281578736;21.2061859203;";AG wild-type"
Enterobacter cloacae;37453;Cefpodoxime;21.8385654048;22.9139910415;11.76;10.3;";cAmpC hyper"
Enterobacter cloacae;37453;Ceftriaxone;26.886657258;27.7550174206;23.06;20.99;";cAmpC hyper"
Enterobacter cloacae;37453;Cefuroxime;19.3075900403;19.92;20.35;20.56;";cAmpC hyper"
Enterobacter cloacae;37453;Cefepime;26.6261436375;27.6909537804;28.01;28.15;";cAmpC hyper"
Enterobacter cloacae;37453;Kanamycine;19.0684465935;19.2969445453;19.7199648233;20.5597290571;";AG wild-type"
Enterobacter cloacae;37453;Levofloxacin;28.1546037757;31.1525460036;33.8929302077;34.4095341057;";QL wild-type"
Enterobacter cloacae;37453;Meropenem;28.6942544139;29.2500296663;29.7;30.02;";cAmpC hyper"
Enterobacter cloacae;37453;Minocyclin;21.4246511673;23.0036452352;22.0629536652;21.5256215643;";TET wild-type"
Enterobacter cloacae;37453;Naladixic acid;21.7481234995;24.3908510814;24.0539589184;24.070577218;";QL wild-type"
Enterobacter cloacae;37453;Norfloxacin;26.3507903625;27.6381162364;31.7145838879;32.482989391;";QL wild-type"
Enterobacter cloacae;37453;Tetracycline;23.5081213468;23.1263641606;22.9904779345;22.8121787999;";TET wild-type"
Enterobacter cloacae;37453;Temocillin;18.6816547863;19.63;20.05;20.35;";cAmpC hyper"
Enterobacter cloacae;37453;Tigecycline;20.6646753735;21.3895720369;22.1628509348;22.4478421787;";TET wild-type"
Enterobacter cloacae;37453;Tobramycin;18.2311999798;18.4389544538;18.8937885694;19.8166673089;";AG wild-type"
Enterobacter cloacae;37453;Piperacillin/Tazobactam;13.6917398293;10.47;9.16;9.72;";cAmpC hyper"
Enterobacter cloacae;41755;Ciprofloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Gentamicin;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Ceftriaxone;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;41755;Cefepime;13.6817766831;13.2771244914;12.84;12.32;";ESBL"
Enterobacter cloacae;41755;Kanamycine;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Levofloxacin;10.411988163;9.4476030109;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Meropenem;24.598008659;24.8073202036;22.26;23.19;";ESBL"
Enterobacter cloacae;41755;Minocyclin;18.770137752;18.0068294755;17.3016762523;16.8679834952;";TET wild-type"
Enterobacter cloacae;41755;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Norfloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;41755;Tetracycline;9.4455454917;8.7098406295;6.4;6.4;";Efflux NOT tetB"
Enterobacter cloacae;41755;Temocillin;16.3220441653;16.5368431905;13.45;12.21;";ESBL"
Enterobacter cloacae;41755;Tigecycline;18.6693773888;19.2000227995;19.7059346808;19.6201675222;";TET wild-type"
Enterobacter cloacae;41755;Tobramycin;6.4;6.4;6.4;6.4;";AG multiple mechanisms"
Enterobacter cloacae;41755;Piperacillin/Tazobactam;12.0971578265;11.3623496254;9.11;7.92;";ESBL"
Enterobacter cloacae;42048;Ciprofloxacin;28.2686489231;28.9350671653;30.0166949316;31.6112940748;";QL wild-type"
Enterobacter cloacae;42048;Gentamicin;18.8793920463;19.4000503951;19.9392603904;20.0472924515;";AG wild-type"
Enterobacter cloacae;42048;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;42048;Cefepime;18.152199531;17.407580843;16.7421438525;16.02;";cAmpC hyper"
Enterobacter cloacae;42048;Kanamycine;20.1581173644;20.5732568404;20.8642937414;20.8791082171;";AG wild-type"
Enterobacter cloacae;42048;Levofloxacin;26.8194297392;27.5813643332;28.6326927321;29.8629210123;";QL wild-type"
Enterobacter cloacae;42048;Meropenem;18.678463941;18.6819614925;19.9230824502;18.24;";cAmpC hyper"
Enterobacter cloacae;42048;Minocyclin;19.3195341554;18.1290350794;17.6917340783;17.3038555125;";TET wild-type"
Enterobacter cloacae;42048;Naladixic acid;21.5289747522;22.1451015025;22.5517676492;22.2711709045;";QL wild-type"
Enterobacter cloacae;42048;Norfloxacin;23.7393839086;23.956011511;25.1357610509;26.0499638494;";QL wild-type"
Enterobacter cloacae;42048;Tetracycline;22.1486474613;21.5455369333;21.3025687423;20.9751162224;";TET wild-type"
Enterobacter cloacae;42048;Temocillin;12.6670363905;12.733351401;12.62;12.01;";cAmpC hyper"
Enterobacter cloacae;42048;Tigecycline;18.7853417874;18.892281107;19.6030774391;19.8062949419;";TET wild-type"
Enterobacter cloacae;42048;Tobramycin;18.5424113649;18.756263558;19.1850085802;19.2768654041;";AG wild-type"
Enterobacter cloacae;42048;Piperacillin/Tazobactam;8.5995616702;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Ciprofloxacin;27.7861049527;28.8626243295;29.354905196;30.3088499358;";QL wild-type"
Enterobacter cloacae;46073;Gentamicin;19.6165709624;20.5888728218;21.2927044114;21.5302068938;";AG wild-type"
Enterobacter cloacae;46073;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Ceftriaxone;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Cefuroxime;6.5112;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;46073;Cefepime;23.0125076497;24.2529803111;24.1871982291;23.6576813916;";cAmpC hyper"
Enterobacter cloacae;46073;Kanamycine;21.0012079209;21.7497729067;22.2519023915;22.4874072348;";AG wild-type"
Enterobacter cloacae;46073;Levofloxacin;25.8306323667;27.4775958991;27.8102215445;28.3095075042;";QL wild-type"
Enterobacter cloacae;46073;Meropenem;26.7567581003;27.5114676845;27.5465118157;27.6266179049;";cAmpC hyper"
Enterobacter cloacae;46073;Minocyclin;20.6660065875;20.0335486515;18.8956412327;18.012314513;";TET wild-type"
Enterobacter cloacae;46073;Naladixic acid;20.3727736716;21.1089500505;21.6007202163;21.3069524444;";QL wild-type"
Enterobacter cloacae;46073;Norfloxacin;24.1731439838;26.0749945025;26.5787149865;27.045200943;";QL wild-type"
Enterobacter cloacae;46073;Tetracycline;22.5938538281;22.9834940358;22.6629090445;22.0666369317;";TET wild-type"
Enterobacter cloacae;46073;Temocillin;17.6943964251;18.4395073356;15.06;14.83;";cAmpC hyper"
Enterobacter cloacae;46073;Tigecycline;18.7555859907;19.8198431594;18.8786364717;18.9745882421;";TET wild-type"
Enterobacter cloacae;46073;Tobramycin;19.4174991087;19.9366946623;20.2484660399;20.6790520051;";AG wild-type"
Enterobacter cloacae;46073;Piperacillin/Tazobactam;14.9452425601;14.6519642278;11.97;10.89;";cAmpC hyper"
Enterobacter cloacae;47159;Ciprofloxacin;15.3755096308;15.4929042408;15.3922174426;15.60829365;";QL high level resistance"
Enterobacter cloacae;47159;Gentamicin;14.3203733205;15.2841798345;13.8996438746;13.06;";AG multiple mechanisms"
Enterobacter cloacae;47159;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Ceftriaxone;7.6983051849;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;47159;Cefepime;18.6806252425;18.6691516004;18.6705067846;18.8786484965;";ESBL"
Enterobacter cloacae;47159;Kanamycine;16.9808458854;17.0907486309;15.5567474235;13.22;";AG multiple mechanisms"
Enterobacter cloacae;47159;Levofloxacin;15.8139676667;16.231762358;16.1245250077;15.892945684;";QL high level resistance"
Enterobacter cloacae;47159;Meropenem;25.6608381873;26.1534574956;26.1899887872;26.0449424919;";ESBL"
Enterobacter cloacae;47159;Minocyclin;20.6651298633;19.9131088643;19.1036493732;18.9739417603;";TET wild-type"
Enterobacter cloacae;47159;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Enterobacter cloacae;47159;Norfloxacin;14.4178840392;14.2264849054;14.3359306393;14.3171380608;";QL high level resistance"
Enterobacter cloacae;47159;Tetracycline;22.0289597844;22.1307917734;21.9252605754;21.730735685;";TET wild-type"
Enterobacter cloacae;47159;Temocillin;18.6532196953;19.7353065058;19.1322605042;18.3945682417;";ESBL"
Enterobacter cloacae;47159;Tigecycline;18.8811625772;19.1794382891;19.0783756337;19.5190503947;";TET wild-type"
Enterobacter cloacae;47159;Tobramycin;15.703627002;15.3763510327;13.4705207739;9.54;";AG multiple mechanisms"
Enterobacter cloacae;47159;Piperacillin/Tazobactam;15.0590262853;14.7493545286;12.3245877172;11.6281136837;";ESBL"
Enterobacter cloacae;47730;Ciprofloxacin;30.7978490917;32.0114155492;31.6518653578;31.8996335338;";QL wild-type"
Enterobacter cloacae;47730;Gentamicin;18.3618200179;19.0767817127;19.4981535007;19.7203843631;";AG wild-type"
Enterobacter cloacae;47730;Cefpodoxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47730;Ceftriaxone;18.0136131204;17.3849413008;11.91;10.9;";cAmpC hyper"
Enterobacter cloacae;47730;Cefuroxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47730;Cefepime;27.6718772696;28.6300782524;24.88;25.34;";cAmpC hyper"
Enterobacter cloacae;47730;Kanamycine;19.6038453607;20.1423085445;20.3599093145;20.3343641474;";AG wild-type"
Enterobacter cloacae;47730;Levofloxacin;28.7968401003;30.1455572419;30.2363087288;30.4410544429;";QL wild-type"
Enterobacter cloacae;47730;Meropenem;28.2827727878;28.9609866978;28.82;28.88;";cAmpC hyper"
Enterobacter cloacae;47730;Minocyclin;20.9824939846;19.5043136187;18.7887994304;18.1234336692;";TET wild-type"
Enterobacter cloacae;47730;Naladixic acid;21.6397240579;22.7981376201;23.3240219583;22.9894169925;";QL wild-type"
Enterobacter cloacae;47730;Norfloxacin;27.9369305861;28.4182822345;28.5444403921;28.9233827062;";QL wild-type"
Enterobacter cloacae;47730;Tetracycline;24.0777627281;23.8261675872;23.2033953603;22.8994095431;";TET wild-type"
Enterobacter cloacae;47730;Temocillin;23.0153585957;24.031612397;20.94;21.31;";cAmpC hyper"
Enterobacter cloacae;47730;Tigecycline;18.2362170321;18.5610943014;18.5786358275;18.7885463217;";TET wild-type"
Enterobacter cloacae;47730;Tobramycin;18.7625301956;19.0859250683;19.4170592873;19.389958497;";AG wild-type"
Enterobacter cloacae;47730;Piperacillin/Tazobactam;19.7147907791;19.9423318561;19.41;13.98;";cAmpC hyper"
Enterobacter cloacae;47779;Ciprofloxacin;28.4941993447;28.827773425;29.0977302863;29.5200426166;";QL low level resistance"
Enterobacter cloacae;47779;Gentamicin;18.354405019;18.9966928865;19.38;19.52;";AG wild-type"
Enterobacter cloacae;47779;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Ceftriaxone;11;8.7091428444;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;47779;Cefepime;24.6127014284;24.3909897604;23.06;21.85;";cAmpC hyper"
Enterobacter cloacae;47779;Kanamycine;19.6025614041;19.9481769436;20.25;20.34;";AG wild-type"
Enterobacter cloacae;47779;Levofloxacin;27.1459337896;27.4454922766;27.5837808197;28.4032731489;";QL low level resistance"
Enterobacter cloacae;47779;Meropenem;26.650136198;26.7352582537;26.9;26.96;";cAmpC hyper"
Enterobacter cloacae;47779;Minocyclin;20.0490914068;19.6011912495;19.1811398578;18.4655009461;";TET wild-type"
Enterobacter cloacae;47779;Naladixic acid;20.8731017395;21.5076200872;18.84;18.14;";QL low level resistance"
Enterobacter cloacae;47779;Norfloxacin;26.0588438298;26.3460779455;26.426721201;27.0656657973;";QL low level resistance"
Enterobacter cloacae;47779;Tetracycline;23.1977591917;22.6716704684;22.2499529829;22.164723872;";TET wild-type"
Enterobacter cloacae;47779;Temocillin;20.7543168653;21.2988879733;18.51;18.08;";cAmpC hyper"
Enterobacter cloacae;47779;Tigecycline;19.3978261215;19.3026548246;18.5849908121;18.7825824529;";TET wild-type"
Enterobacter cloacae;47779;Tobramycin;17.9349485945;18.4423238666;18.64;18.66;";AG wild-type"
Enterobacter cloacae;47779;Piperacillin/Tazobactam;14.5283560117;13.8992286993;12.43;11.24;";cAmpC hyper"
Enterobacter cloacae;60122;Ciprofloxacin;18.0092690749;18.5477311353;18.3308155483;18.1517699219;";QL high level resistance"
Enterobacter cloacae;60122;Gentamicin;10.8383943562;10.0874626802;9.5591240696;8;";AG multiple mechanisms"
Enterobacter cloacae;60122;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;60122;Ceftriaxone;10.8301430071;9.55061312;6.7412595144;6.4;";ESBL"
Enterobacter cloacae;60122;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Enterobacter cloacae;60122;Cefepime;17.1972052885;16.8745127938;14.3375092063;14.4860723621;";ESBL"
Enterobacter cloacae;60122;Kanamycine;14.2186215586;14.0012808921;13.7922438395;13.27;";AG multiple mechanisms"
Enterobacter cloacae;60122;Levofloxacin;20.473296781;22.1599216217;23.0958749135;20.4631166658;";QL high level resistance"
Enterobacter cloacae;60122;Meropenem;26.1520075427;26.4849467063;26.7106955907;26.6923085759;";ESBL"
Enterobacter cloacae;60122;Minocyclin;17.8323929067;17.2996015335;16.5619166984;16.3368086979;";TET wild-type"
Enterobacter cloacae;60122;Naladixic acid;14.9499915893;15.6851835861;14.0060638514;6.51;";QL high level resistance"
Enterobacter cloacae;60122;Norfloxacin;18.1379065456;19.1018323214;19.307485642;19.0661339772;";QL high level resistance"
Enterobacter cloacae;60122;Tetracycline;11.9992169285;10.6215518103;9.7604387772;9.1306580817;";Efflux NOT tetB"
Enterobacter cloacae;60122;Temocillin;20.1582404256;21.0883598069;20.9680530373;21.2115415275;";ESBL"
Enterobacter cloacae;60122;Tigecycline;18.2448919306;18.4512186288;18.6741253542;18.8590331176;";TET wild-type"
Enterobacter cloacae;60122;Tobramycin;11.8769249456;11.4664328158;10.616476975;10.09;";AG multiple mechanisms"
Enterobacter cloacae;60122;Piperacillin/Tazobactam;18.1202437693;18.4643753852;18.5543666103;16.463612357;";ESBL"
Enterobacter cloacae;62317;Ciprofloxacin;25.8402519646;26.603577547;28.3096069137;29.3900387798;";QL low level resistance"
Enterobacter cloacae;62317;Gentamicin;19.3820435192;20.3562160021;21.29;21.52;";AG wild-type"
Enterobacter cloacae;62317;Cefpodoxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Ceftriaxone;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;62317;Cefepime;20.6787995379;21.0779939213;20.3673985635;19.7299246711;";cAmpC hyper"
Enterobacter cloacae;62317;Kanamycine;21.0968238645;21.2891027228;21.71;21.85;";AG wild-type"
Enterobacter cloacae;62317;Levofloxacin;22.9963273253;24.245348351;25.03313943;26.0448903506;";QL low level resistance"
Enterobacter cloacae;62317;Meropenem;23.9648258537;25.618241159;26.0418167278;26.0629191402;";cAmpC hyper"
Enterobacter cloacae;62317;Minocyclin;14.9457919574;13.7009175314;12.0929988729;10.5101185929;";TET wild-type"
Enterobacter cloacae;62317;Naladixic acid;17.7265317753;18.0384756086;17.83;17.07;";QL low level resistance"
Enterobacter cloacae;62317;Norfloxacin;21.8272460856;22.2739142553;22.466257378;23.3143489507;";QL low level resistance"
Enterobacter cloacae;62317;Tetracycline;18.3314968413;18.1346816924;17.2942249595;15.5982853917;";TET wild-type"
Enterobacter cloacae;62317;Temocillin;17.2990791442;17.8271353391;17.4804931745;16.87;";cAmpC hyper"
Enterobacter cloacae;62317;Tigecycline;15.1710986531;15.2797075383;15.4715721937;15.6876071349;";TET wild-type"
Enterobacter cloacae;62317;Tobramycin;18.8644039142;19.4037432123;19.81;19.93;";AG wild-type"
Enterobacter cloacae;62317;Piperacillin/Tazobactam;11.8941583905;11.3541945782;9.1364404714;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Ciprofloxacin;30.077139091;31.5890341152;31.2828350323;31.6924550092;";QL wild-type"
Enterobacter cloacae;66198;Gentamicin;19.0732090994;19.5125092384;19.8158594391;20.13;";AG wild-type"
Enterobacter cloacae;66198;Cefpodoxime;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Ceftriaxone;6.3528;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Cefuroxime;6.4;6.4;6.4;6.4;";cAmpC hyper"
Enterobacter cloacae;66198;Cefepime;21.2916370731;22.4874079903;22.8119879067;21.18;";cAmpC hyper"
Enterobacter cloacae;66198;Kanamycine;20.028086497;20.3493977977;20.7877560209;21.18;";AG wild-type"
Enterobacter cloacae;66198;Levofloxacin;27.3469100819;29.4433599533;29.6285240617;29.9413247413;";QL wild-type"
Enterobacter cloacae;66198;Meropenem;26.6442289379;27.4916001808;27.4200657023;27.45;";cAmpC hyper"
Enterobacter cloacae;66198;Minocyclin;20.7953594152;20.1420485524;19.1994353354;18.7593708165;";TET wild-type"
Enterobacter cloacae;66198;Naladixic acid;21.947180216;23.1059822202;23.5179528174;20.01;";QL wild-type"
Enterobacter cloacae;66198;Norfloxacin;26.9259948225;28.5659516717;28.6765651312;28.9002317879;";QL wild-type"
Enterobacter cloacae;66198;Tetracycline;23.9470625189;24.463483215;23.1038925185;23.0122664432;";TET wild-type"
