organism;checkin;antibiotic;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Enterobacter cloacae;32124;Naladixic acid;21;23;24;23;";wild-type"
Enterobacter cloacae;32124;Norfloxacin;25;26;27;27;";wild-type"
Enterobacter cloacae;32124;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;32124;Temocillin;17;17;17;16;";AmpC hyperproduction"
Enterobacter cloacae;32124;Tobramycin;20;20;20;20;";wild-type"
Enterobacter cloacae;32124;Piperacillin/Tazobactam;12;11;11;9;";AmpC hyperproduction"
Enterobacter cloacae;37453;Ciprofloxacin;29;32;35;36;";wild-type"
Enterobacter cloacae;37453;Gentamicin;18;19;20;21;";wild-type"
Enterobacter cloacae;37453;Cefpodoxime;22;23;12;10;";AmpC hyperproduction"
Enterobacter cloacae;37453;Ceftriaxone;27;28;23;21;";AmpC hyperproduction"
Enterobacter cloacae;37453;Cefuroxime;19;20;20;21;";AmpC hyperproduction"
Enterobacter cloacae;37453;Cefepime;27;28;28;28;";AmpC hyperproduction"
Enterobacter cloacae;37453;Levofloxacin;28;31;34;34;";wild-type"
Enterobacter cloacae;37453;Meropenem;29;29;30;30;";AmpC hyperproduction"
Enterobacter cloacae;37453;Minocyclin;21;23;22;22;";wild-type"
Enterobacter cloacae;37453;Naladixic acid;22;24;24;24;";wild-type"
Enterobacter cloacae;37453;Norfloxacin;26;28;32;32;";wild-type"
Enterobacter cloacae;37453;Tetracycline;24;23;23;23;";wild-type"
Enterobacter cloacae;37453;Temocillin;19;20;20;20;";AmpC hyperproduction"
Enterobacter cloacae;37453;Tobramycin;18;18;19;20;";wild-type"
Enterobacter cloacae;37453;Piperacillin/Tazobactam;14;10;9;10;";AmpC hyperproduction"
Enterobacter cloacae;41755;Ciprofloxacin;6;6;6;6;";high level resistance"
Enterobacter cloacae;41755;Gentamicin;6;6;6;6;";multiple mechanisms"
Enterobacter cloacae;41755;Cefpodoxime;6;6;6;6;";ESBL"
Enterobacter cloacae;41755;Ceftriaxone;6;6;6;6;";ESBL"
Enterobacter cloacae;41755;Cefuroxime;6;6;6;6;";ESBL"
Enterobacter cloacae;41755;Cefepime;14;13;13;12;";ESBL"
Enterobacter cloacae;41755;Levofloxacin;10;9;6;6;";high level resistance"
Enterobacter cloacae;41755;Meropenem;25;25;22;23;";ESBL"
Enterobacter cloacae;41755;Minocyclin;19;18;17;17;";wild-type"
Enterobacter cloacae;41755;Naladixic acid;6;6;6;6;";high level resistance"
Enterobacter cloacae;41755;Norfloxacin;6;6;6;6;";high level resistance"
Enterobacter cloacae;41755;Tetracycline;9;9;6;6;";Efflux NOT tetB"
Enterobacter cloacae;41755;Temocillin;16;17;13;12;";ESBL"
Enterobacter cloacae;41755;Tobramycin;6;6;6;6;";multiple mechanisms"
Enterobacter cloacae;41755;Piperacillin/Tazobactam;12;11;9;8;";ESBL"
Enterobacter cloacae;42048;Ciprofloxacin;28;29;30;32;";wild-type"
Enterobacter cloacae;42048;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;42048;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;42048;Ceftriaxone;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;42048;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;42048;Cefepime;18;17;17;16;";AmpC hyperproduction"
Enterobacter cloacae;42048;Levofloxacin;27;28;29;30;";wild-type"
Enterobacter cloacae;42048;Meropenem;19;19;20;18;";AmpC hyperproduction"
Enterobacter cloacae;42048;Minocyclin;19;18;18;17;";wild-type"
Enterobacter cloacae;42048;Naladixic acid;22;22;23;22;";wild-type"
Enterobacter cloacae;42048;Norfloxacin;24;24;25;26;";wild-type"
Enterobacter cloacae;42048;Tetracycline;22;22;21;21;";wild-type"
Enterobacter cloacae;42048;Temocillin;13;13;13;12;";AmpC hyperproduction"
Enterobacter cloacae;42048;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;42048;Piperacillin/Tazobactam;9;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;46073;Ciprofloxacin;28;29;29;30;";wild-type"
Enterobacter cloacae;46073;Gentamicin;20;21;21;22;";wild-type"
Enterobacter cloacae;46073;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;46073;Ceftriaxone;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;46073;Cefuroxime;7;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;46073;Cefepime;23;24;24;24;";AmpC hyperproduction"
Enterobacter cloacae;46073;Levofloxacin;26;27;28;28;";wild-type"
Enterobacter cloacae;46073;Meropenem;27;28;28;28;";AmpC hyperproduction"
Enterobacter cloacae;46073;Minocyclin;21;20;19;18;";wild-type"
Enterobacter cloacae;46073;Naladixic acid;20;21;22;21;";wild-type"
Enterobacter cloacae;46073;Norfloxacin;24;26;27;27;";wild-type"
Enterobacter cloacae;46073;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;46073;Temocillin;18;18;15;15;";AmpC hyperproduction"
Enterobacter cloacae;46073;Tobramycin;19;20;20;21;";wild-type"
Enterobacter cloacae;46073;Piperacillin/Tazobactam;15;15;12;11;";AmpC hyperproduction"
Enterobacter cloacae;47159;Ciprofloxacin;15;15;15;16;";high level resistance"
Enterobacter cloacae;47159;Gentamicin;14;15;14;13;";multiple mechanisms"
Enterobacter cloacae;47159;Cefpodoxime;6;6;6;6;";ESBL"
Enterobacter cloacae;47159;Ceftriaxone;8;6;6;6;";ESBL"
Enterobacter cloacae;47159;Cefuroxime;6;6;6;6;";ESBL"
Enterobacter cloacae;47159;Cefepime;19;19;19;19;";ESBL"
Enterobacter cloacae;47159;Levofloxacin;16;16;16;16;";high level resistance"
Enterobacter cloacae;47159;Meropenem;26;26;26;26;";ESBL"
Enterobacter cloacae;47159;Minocyclin;21;20;19;19;";wild-type"
Enterobacter cloacae;47159;Naladixic acid;6;6;6;6;";high level resistance"
Enterobacter cloacae;47159;Norfloxacin;14;14;14;14;";high level resistance"
Enterobacter cloacae;47159;Tetracycline;22;22;22;22;";wild-type"
Enterobacter cloacae;47159;Temocillin;19;20;19;18;";ESBL"
Enterobacter cloacae;47159;Tobramycin;16;15;13;10;";multiple mechanisms"
Enterobacter cloacae;47159;Piperacillin/Tazobactam;15;15;12;12;";ESBL"
Enterobacter cloacae;47730;Ciprofloxacin;31;32;32;32;";wild-type"
Enterobacter cloacae;47730;Gentamicin;18;19;19;20;";wild-type"
Enterobacter cloacae;47730;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;47730;Ceftriaxone;18;17;12;11;";AmpC hyperproduction"
Enterobacter cloacae;47730;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;47730;Cefepime;28;29;25;25;";AmpC hyperproduction"
Enterobacter cloacae;47730;Levofloxacin;29;30;30;30;";wild-type"
Enterobacter cloacae;47730;Meropenem;28;29;29;29;";AmpC hyperproduction"
Enterobacter cloacae;47730;Minocyclin;21;20;19;18;";wild-type"
Enterobacter cloacae;47730;Naladixic acid;22;23;23;23;";wild-type"
Enterobacter cloacae;47730;Norfloxacin;28;28;29;29;";wild-type"
Enterobacter cloacae;47730;Tetracycline;24;24;23;23;";wild-type"
Enterobacter cloacae;47730;Temocillin;23;24;21;21;";AmpC hyperproduction"
Enterobacter cloacae;47730;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;47730;Piperacillin/Tazobactam;20;20;19;14;";AmpC hyperproduction"
Enterobacter cloacae;47779;Ciprofloxacin;28;29;29;30;";low level resistance"
Enterobacter cloacae;47779;Gentamicin;18;19;19;20;";wild-type"
Enterobacter cloacae;47779;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;47779;Ceftriaxone;11;9;6;6;";AmpC hyperproduction"
Enterobacter cloacae;47779;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;47779;Cefepime;25;24;23;22;";AmpC hyperproduction"
Enterobacter cloacae;47779;Levofloxacin;27;27;28;28;";low level resistance"
Enterobacter cloacae;47779;Meropenem;27;27;27;27;";AmpC hyperproduction"
Enterobacter cloacae;47779;Minocyclin;20;20;19;18;";wild-type"
Enterobacter cloacae;47779;Naladixic acid;21;22;19;18;";low level resistance"
Enterobacter cloacae;47779;Norfloxacin;26;26;26;27;";low level resistance"
Enterobacter cloacae;47779;Tetracycline;23;23;22;22;";wild-type"
Enterobacter cloacae;47779;Temocillin;21;21;19;18;";AmpC hyperproduction"
Enterobacter cloacae;47779;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;47779;Piperacillin/Tazobactam;15;14;12;11;";AmpC hyperproduction"
Enterobacter cloacae;60122;Ciprofloxacin;18;19;18;18;";high level resistance"
Enterobacter cloacae;60122;Gentamicin;11;10;10;8;";multiple mechanisms"
Enterobacter cloacae;60122;Cefpodoxime;6;6;6;6;";ESBL"
Enterobacter cloacae;60122;Ceftriaxone;11;10;7;6;";ESBL"
Enterobacter cloacae;60122;Cefuroxime;6;6;6;6;";ESBL"
Enterobacter cloacae;60122;Cefepime;17;17;14;14;";ESBL"
Enterobacter cloacae;60122;Levofloxacin;20;22;23;20;";high level resistance"
Enterobacter cloacae;60122;Meropenem;26;26;27;27;";ESBL"
Enterobacter cloacae;60122;Minocyclin;18;17;17;16;";wild-type"
Enterobacter cloacae;60122;Naladixic acid;15;16;14;7;";high level resistance"
Enterobacter cloacae;60122;Norfloxacin;18;19;19;19;";high level resistance"
Enterobacter cloacae;60122;Tetracycline;12;11;10;9;";Efflux NOT tetB"
Enterobacter cloacae;60122;Temocillin;20;21;21;21;";ESBL"
Enterobacter cloacae;60122;Tobramycin;12;11;11;10;";multiple mechanisms"
Enterobacter cloacae;60122;Piperacillin/Tazobactam;18;18;19;16;";ESBL"
Enterobacter cloacae;62317;Ciprofloxacin;26;27;28;29;";low level resistance"
Enterobacter cloacae;62317;Gentamicin;19;20;21;22;";wild-type"
Enterobacter cloacae;62317;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;62317;Ceftriaxone;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;62317;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;62317;Cefepime;21;21;20;20;";AmpC hyperproduction"
Enterobacter cloacae;62317;Levofloxacin;23;24;25;26;";low level resistance"
Enterobacter cloacae;62317;Meropenem;24;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;62317;Minocyclin;15;14;12;11;";wild-type"
Enterobacter cloacae;62317;Naladixic acid;18;18;18;17;";low level resistance"
Enterobacter cloacae;62317;Norfloxacin;22;22;22;23;";low level resistance"
Enterobacter cloacae;62317;Tetracycline;18;18;17;16;";wild-type"
Enterobacter cloacae;62317;Temocillin;17;18;17;17;";AmpC hyperproduction"
Enterobacter cloacae;62317;Tobramycin;19;19;20;20;";wild-type"
Enterobacter cloacae;62317;Piperacillin/Tazobactam;12;11;9;6;";AmpC hyperproduction"
Enterobacter cloacae;66198;Ciprofloxacin;30;32;31;32;";wild-type"
Enterobacter cloacae;66198;Gentamicin;19;20;20;20;";wild-type"
Enterobacter cloacae;66198;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;66198;Ceftriaxone;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;66198;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;66198;Cefepime;21;22;23;21;";AmpC hyperproduction"
Enterobacter cloacae;66198;Levofloxacin;27;29;30;30;";wild-type"
Enterobacter cloacae;66198;Meropenem;27;27;27;27;";AmpC hyperproduction"
Enterobacter cloacae;66198;Minocyclin;21;20;19;19;";wild-type"
Enterobacter cloacae;66198;Naladixic acid;22;23;24;20;";wild-type"
Enterobacter cloacae;66198;Norfloxacin;27;29;29;29;";wild-type"
Enterobacter cloacae;66198;Tetracycline;24;24;23;23;";wild-type"
Enterobacter cloacae;66198;Temocillin;16;18;18;18;";AmpC hyperproduction"
Enterobacter cloacae;66198;Tobramycin;19;19;20;20;";wild-type"
Enterobacter cloacae;66198;Piperacillin/Tazobactam;12;11;10;10;";AmpC hyperproduction"
Enterobacter cloacae;66913;Ciprofloxacin;15;15;14;14;";high level resistance"
Enterobacter cloacae;66913;Gentamicin;6;6;6;6;";multiple mechanisms"
Enterobacter cloacae;66913;Cefpodoxime;6;6;6;6;";ESBL"
Enterobacter cloacae;66913;Ceftriaxone;10;9;6;6;";ESBL"
Enterobacter cloacae;66913;Cefuroxime;6;6;6;6;";ESBL"
Enterobacter cloacae;66913;Cefepime;16;16;16;15;";ESBL"
Enterobacter cloacae;66913;Levofloxacin;17;17;18;18;";high level resistance"
Enterobacter cloacae;66913;Meropenem;27;27;27;27;";ESBL"
Enterobacter cloacae;66913;Minocyclin;16;15;12;12;";RND pump"
Enterobacter cloacae;66913;Naladixic acid;6;6;6;6;";high level resistance"
Enterobacter cloacae;66913;Norfloxacin;14;12;12;12;";high level resistance"
Enterobacter cloacae;66913;Tetracycline;9;6;6;6;";RND pump"
Enterobacter cloacae;66913;Temocillin;21;22;23;20;";ESBL"
Enterobacter cloacae;66913;Tobramycin;11;10;9;9;";multiple mechanisms"
Enterobacter cloacae;66913;Piperacillin/Tazobactam;18;18;18;18;";ESBL"
Enterobacter cloacae;67748;Ciprofloxacin;27;28;28;29;";wild-type"
Enterobacter cloacae;67748;Gentamicin;18;18;18;18;";wild-type"
Enterobacter cloacae;67748;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;67748;Ceftriaxone;18;16;15;15;";AmpC hyperproduction"
Enterobacter cloacae;67748;Cefuroxime;12;9;6;6;";AmpC hyperproduction"
Enterobacter cloacae;67748;Cefepime;26;26;27;27;";AmpC hyperproduction"
Enterobacter cloacae;67748;Levofloxacin;25;26;26;26;";wild-type"
Enterobacter cloacae;67748;Meropenem;27;27;27;27;";AmpC hyperproduction"
Enterobacter cloacae;67748;Minocyclin;20;19;18;17;";wild-type"
Enterobacter cloacae;67748;Naladixic acid;20;21;21;19;";wild-type"
Enterobacter cloacae;67748;Norfloxacin;24;24;25;25;";wild-type"
Enterobacter cloacae;67748;Tetracycline;23;22;22;21;";wild-type"
Enterobacter cloacae;67748;Temocillin;20;20;15;15;";AmpC hyperproduction"
Enterobacter cloacae;67748;Tobramycin;17;18;18;18;";wild-type"
Enterobacter cloacae;67748;Piperacillin/Tazobactam;18;18;17;16;";AmpC hyperproduction"
Enterobacter cloacae;80427;Ciprofloxacin;6;6;6;6;";high level resistance"
Enterobacter cloacae;80427;Gentamicin;9;9;6;6;";multiple mechanisms"
Enterobacter cloacae;80427;Cefpodoxime;6;6;6;6;";ESBL"
Enterobacter cloacae;80427;Ceftriaxone;9;6;6;6;";ESBL"
Enterobacter cloacae;80427;Cefuroxime;7;6;6;6;";ESBL"
Enterobacter cloacae;80427;Cefepime;13;13;13;13;";ESBL"
Enterobacter cloacae;80427;Levofloxacin;11;9;7;6;";high level resistance"
Enterobacter cloacae;80427;Meropenem;27;28;28;28;";ESBL"
Enterobacter cloacae;80427;Minocyclin;11;11;9;6;";RND pump"
Enterobacter cloacae;80427;Naladixic acid;6;6;6;6;";high level resistance"
Enterobacter cloacae;80427;Norfloxacin;6;6;6;6;";high level resistance"
Enterobacter cloacae;80427;Tetracycline;6;6;6;6;";RND pump"
Enterobacter cloacae;80427;Temocillin;18;18;17;17;";ESBL"
Enterobacter cloacae;80427;Tobramycin;12;11;10;9;";multiple mechanisms"
Enterobacter cloacae;80427;Piperacillin/Tazobactam;17;17;17;17;";ESBL"
Enterobacter cloacae;80674;Ciprofloxacin;26;27;28;29;";low level resistance"
Enterobacter cloacae;80674;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;80674;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80674;Ceftriaxone;11;10;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80674;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80674;Cefepime;23;24;22;20;";AmpC hyperproduction"
Enterobacter cloacae;80674;Levofloxacin;24;26;29;29;";low level resistance"
Enterobacter cloacae;80674;Meropenem;25;25;22;22;";AmpC hyperproduction"
Enterobacter cloacae;80674;Minocyclin;18;17;17;16;";wild-type"
Enterobacter cloacae;80674;Naladixic acid;20;21;18;17;";low level resistance"
Enterobacter cloacae;80674;Norfloxacin;24;24;25;26;";low level resistance"
Enterobacter cloacae;80674;Tetracycline;22;21;20;20;";wild-type"
Enterobacter cloacae;80674;Temocillin;19;19;16;17;";AmpC hyperproduction"
Enterobacter cloacae;80674;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;80674;Piperacillin/Tazobactam;14;13;13;10;";AmpC hyperproduction"
Enterobacter cloacae;80982;Ciprofloxacin;27;28;28;31;";wild-type"
Enterobacter cloacae;80982;Gentamicin;19;20;20;21;";wild-type"
Enterobacter cloacae;80982;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80982;Ceftriaxone;7;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80982;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;80982;Cefepime;22;22;22;21;";AmpC hyperproduction"
Enterobacter cloacae;80982;Levofloxacin;26;28;28;30;";wild-type"
Enterobacter cloacae;80982;Meropenem;26;27;27;26;";AmpC hyperproduction"
Enterobacter cloacae;80982;Minocyclin;21;20;19;18;";wild-type"
Enterobacter cloacae;80982;Naladixic acid;21;22;22;22;";wild-type"
Enterobacter cloacae;80982;Norfloxacin;24;26;27;30;";wild-type"
Enterobacter cloacae;80982;Tetracycline;23;23;23;23;";wild-type"
Enterobacter cloacae;80982;Temocillin;17;18;17;16;";AmpC hyperproduction"
Enterobacter cloacae;80982;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;80982;Piperacillin/Tazobactam;12;12;11;9;";AmpC hyperproduction"
Enterobacter cloacae;81941;Ciprofloxacin;28;30;31;31;";wild-type"
Enterobacter cloacae;81941;Gentamicin;19;20;20;20;";wild-type"
Enterobacter cloacae;81941;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;81941;Ceftriaxone;12;11;10;6;";AmpC hyperproduction"
Enterobacter cloacae;81941;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;81941;Cefepime;25;25;25;24;";AmpC hyperproduction"
Enterobacter cloacae;81941;Levofloxacin;26;28;29;29;";wild-type"
Enterobacter cloacae;81941;Meropenem;26;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;81941;Minocyclin;19;18;17;17;";wild-type"
Enterobacter cloacae;81941;Naladixic acid;22;22;22;22;";wild-type"
Enterobacter cloacae;81941;Norfloxacin;25;26;27;28;";wild-type"
Enterobacter cloacae;81941;Tetracycline;23;22;21;20;";wild-type"
Enterobacter cloacae;81941;Temocillin;17;17;17;15;";AmpC hyperproduction"
Enterobacter cloacae;81941;Tobramycin;19;19;19;20;";wild-type"
Enterobacter cloacae;81941;Piperacillin/Tazobactam;14;12;11;8;";AmpC hyperproduction"
Enterobacter cloacae;81978;Ciprofloxacin;26;27;28;31;";low level resistance"
Enterobacter cloacae;81978;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;81978;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;81978;Ceftriaxone;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;81978;Cefuroxime;7;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;81978;Cefepime;21;21;21;21;";AmpC hyperproduction"
Enterobacter cloacae;81978;Levofloxacin;25;26;26;28;";low level resistance"
Enterobacter cloacae;81978;Meropenem;26;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;81978;Minocyclin;16;15;14;13;";wild-type"
Enterobacter cloacae;81978;Naladixic acid;19;19;19;18;";low level resistance"
Enterobacter cloacae;81978;Norfloxacin;22;23;24;24;";low level resistance"
Enterobacter cloacae;81978;Tetracycline;19;19;19;18;";wild-type"
Enterobacter cloacae;81978;Temocillin;16;17;17;16;";AmpC hyperproduction"
Enterobacter cloacae;81978;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;81978;Piperacillin/Tazobactam;12;12;11;10;";AmpC hyperproduction"
Enterobacter cloacae;82288;Ciprofloxacin;29;29;30;33;";wild-type"
Enterobacter cloacae;82288;Gentamicin;18;19;20;20;";wild-type"
Enterobacter cloacae;82288;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;82288;Ceftriaxone;18;16;15;11;";AmpC hyperproduction"
Enterobacter cloacae;82288;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;82288;Cefepime;27;28;29;28;";AmpC hyperproduction"
Enterobacter cloacae;82288;Levofloxacin;27;28;29;31;";wild-type"
Enterobacter cloacae;82288;Meropenem;26;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;82288;Minocyclin;21;19;19;19;";wild-type"
Enterobacter cloacae;82288;Naladixic acid;22;22;22;23;";wild-type"
Enterobacter cloacae;82288;Norfloxacin;26;27;29;31;";wild-type"
Enterobacter cloacae;82288;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;82288;Temocillin;22;22;23;23;";AmpC hyperproduction"
Enterobacter cloacae;82288;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;82288;Piperacillin/Tazobactam;19;19;16;15;";AmpC hyperproduction"
Enterobacter cloacae;82724;Ciprofloxacin;30;31;30;32;";low level resistance"
Enterobacter cloacae;82724;Gentamicin;19;20;20;21;";wild-type"
Enterobacter cloacae;82724;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;82724;Ceftriaxone;9;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;82724;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;82724;Cefepime;23;24;24;23;";AmpC hyperproduction"
Enterobacter cloacae;82724;Levofloxacin;28;28;28;29;";low level resistance"
